Timestamp,Open,High,Low,Close,Volume,Close_time,Quote_av,Trades,Tb_base_av,Tb_quote_av,Ignore
2020-08-21,0.5397,0.5397,0.401,0.4314,2884153.28,1598054399999.0,1310914.069227,4961.0,1025412.05,463787.653919,0.0
2020-08-22,0.4317,0.4987,0.412,0.4712,4198278.44,1598140799999.0,1884510.775776,6160.0,2164357.97,976460.091097,0.0
2020-08-23,0.469,0.494,0.4523,0.4821,10755011.03,1598227199999.0,5093427.513301,6995.0,5574173.47,2680189.894097,0.0
2020-08-24,0.4821,0.5334,0.4792,0.5315,2243774.75,1598313599999.0,1122574.251454,5012.0,953020.16,477250.506554,0.0
2020-08-25,0.5323,0.5324,0.4478,0.4619,2608675.14,1598399999999.0,1260367.040153,4474.0,1445308.64,694302.472961,0.0
2020-08-26,0.4619,0.4983,0.4603,0.498,1831323.23,1598486399999.0,873545.693126,3152.0,888777.81,424929.477593,0.0
2020-08-27,0.4983,0.5182,0.4701,0.5046,3018123.53,1598572799999.0,1495515.884974,5008.0,1485716.19,737346.327307,0.0
2020-08-28,0.5033,0.57,0.5017,0.5662,3694034.11,1598659199999.0,1966380.494229,7169.0,1687303.88,899340.577451,0.0
2020-08-29,0.5662,0.5691,0.5165,0.538,2172028.16,1598745599999.0,1171935.675337,4236.0,1020352.77,551243.102072,0.0
2020-08-30,0.538,0.563,0.5222,0.5326,2697793.49,1598831999999.0,1461342.406018,5548.0,1209966.99,655942.680959,0.0
2020-08-31,0.5333,0.535,0.5078,0.5097,2704706.1,1598918399999.0,1404770.114071,4296.0,1056091.25,548323.930121,0.0
2020-09-01,0.5105,0.5106,0.4745,0.4808,3953475.68,1599004799999.0,1919272.454358,7381.0,2042538.58,991713.298459,0.0
2020-09-02,0.4806,0.4814,0.4185,0.4428,3695631.01,1599091199999.0,1662167.349012,7733.0,1894118.29,847712.608091,0.0
2020-09-03,0.4428,0.45,0.37,0.3778,4072613.69,1599177599999.0,1731063.57294,8085.0,1690356.61,720734.093262,0.0
2020-09-04,0.3748,0.3813,0.3598,0.3685,3338968.01,1599263999999.0,1241528.253544,4976.0,1709455.86,635463.806648,0.0
2020-09-05,0.3689,0.3777,0.3183,0.3264,2996620.05,1599350399999.0,1040369.085509,5978.0,1520559.82,520557.164439,0.0
2020-09-06,0.3261,0.3363,0.3104,0.3325,3122558.17,1599436799999.0,1022885.384998,6651.0,1649462.76,540142.054415,0.0
2020-09-07,0.3325,0.3378,0.3071,0.3257,2699267.69,1599523199999.0,876587.401623,5522.0,1227070.59,398611.450257,0.0
2020-09-08,0.3258,0.3287,0.3078,0.3165,2027110.78,1599609599999.0,650648.602297,5463.0,1019872.64,328158.019261,0.0
2020-09-09,0.3162,0.3291,0.3084,0.3167,1831995.91,1599695999999.0,584083.227945,4390.0,1156269.11,367768.352298,0.0
2020-09-10,0.3167,0.3868,0.3163,0.3498,4329407.69,1599782399999.0,1508722.516751,12537.0,2345047.22,810609.026773,0.0
2020-09-11,0.3497,0.357,0.3141,0.3384,4030025.95,1599868799999.0,1370120.003404,10968.0,2116659.96,717674.945666,0.0
2020-09-12,0.3383,0.3391,0.318,0.3294,5214097.92,1599955199999.0,1701568.57561,10686.0,3405213.08,1112063.061074,0.0
2020-09-13,0.3291,0.3483,0.3001,0.3088,3657468.6,1600041599999.0,1197797.817983,11255.0,1595826.38,523565.520337,0.0
2020-09-14,0.3087,0.3247,0.3061,0.3194,1786079.78,1600127999999.0,564606.955316,7696.0,890621.73,281686.888113,0.0
2020-09-15,0.3193,0.355,0.3053,0.335,6603185.34,1600214399999.0,2182862.773578,19968.0,3249615.95,1073777.251251,0.0
2020-09-16,0.3345,0.3612,0.3183,0.3206,6922022.93,1600300799999.0,2356328.224598,22330.0,3001227.89,1021741.618251,0.0
2020-09-17,0.3202,0.3309,0.31,0.3119,4116296.53,1600387199999.0,1314067.733787,14415.0,2127808.66,679949.79903,0.0
2020-09-18,0.3116,0.3307,0.3089,0.3196,4156463.87,1600473599999.0,1319731.650019,14855.0,2348814.21,746098.737659,0.0
2020-09-19,0.3196,0.3226,0.3058,0.3179,1752924.5,1600559999999.0,549285.819118,7328.0,999513.12,313693.563737,0.0
2020-09-20,0.3175,0.325,0.3028,0.3094,1619967.79,1600646399999.0,503680.565592,6303.0,998855.84,309904.68093,0.0
2020-09-21,0.3093,0.3161,0.288,0.2884,2278558.04,1600732799999.0,683940.286021,6573.0,859602.7,258145.039794,0.0
2020-09-22,0.2891,0.3041,0.2881,0.3003,1095021.61,1600819199999.0,323856.225277,2987.0,628011.05,186055.899773,0.0
2020-09-23,0.3005,0.3038,0.2899,0.2909,640287.05,1600905599999.0,189973.932896,2442.0,261811.63,77936.732185,0.0
2020-09-24,0.2909,0.3036,0.2879,0.3029,1367873.82,1600991999999.0,401552.696134,3237.0,567834.95,166949.938961,0.0
2020-09-25,0.3034,0.3411,0.2898,0.324,4969756.62,1601078399999.0,1560862.258091,11987.0,1922053.28,607305.405388,0.0
2020-09-26,0.324,0.33,0.31,0.3154,1556314.86,1601164799999.0,494663.995748,5275.0,941102.29,299403.4184,0.0
2020-09-27,0.3148,0.3184,0.3093,0.3133,789126.33,1601251199999.0,247567.605577,2874.0,491477.55,154243.479724,0.0
2020-09-28,0.3134,0.3499,0.3134,0.3223,2509797.04,1601337599999.0,835352.586187,7605.0,1140822.02,378128.369203,0.0
2020-09-29,0.3221,0.3579,0.3218,0.3344,3732916.57,1601423999999.0,1263995.44348,12654.0,1851878.79,626996.483324,0.0
2020-09-30,0.3347,0.3427,0.327,0.3348,1845947.92,1601510399999.0,617291.244365,6044.0,1016062.49,339962.368238,0.0
2020-10-01,0.3346,0.3402,0.3098,0.3174,1894328.22,1601596799999.0,613608.267025,6499.0,799934.95,261218.216402,0.0
2020-10-02,0.3174,0.3395,0.2894,0.3289,3217498.12,1601683199999.0,1003458.280896,9110.0,1446943.29,446433.683233,0.0
2020-10-03,0.3288,0.3324,0.3083,0.3101,2381038.29,1601769599999.0,759264.366634,6248.0,889430.17,284325.440915,0.0
2020-10-04,0.31,0.3111,0.2997,0.3013,644186.76,1601855999999.0,197428.369963,1962.0,204075.42,62124.741417,0.0
2020-10-05,0.301,0.3288,0.3002,0.3107,2472714.84,1601942399999.0,777833.577458,6423.0,1233196.62,387974.849015,0.0
2020-10-06,0.3107,0.3208,0.2911,0.2941,1394959.67,1602028799999.0,425756.375807,4282.0,481590.34,146828.464135,0.0
2020-10-07,0.294,0.3045,0.287,0.304,752055.15,1602115199999.0,222223.899951,3136.0,404805.64,119805.034287,0.0
2020-10-08,0.3041,0.305,0.2929,0.301,926544.36,1602201599999.0,276920.022,3202.0,367588.91,110145.813833,0.0
2020-10-09,0.301,0.3193,0.301,0.3183,1188578.23,1602287999999.0,366486.435684,3680.0,650048.48,200750.490532,0.0
2020-10-10,0.3184,0.3206,0.3,0.3082,1966877.33,1602374399999.0,608413.176131,5608.0,1342950.26,416013.624056,0.0
2020-10-11,0.3081,0.338,0.3024,0.322,2032821.5,1602460799999.0,648865.744597,4420.0,676304.99,215114.629179,0.0
2020-10-12,0.322,0.3331,0.3114,0.3274,1291992.77,1602547199999.0,415210.394306,4542.0,541741.25,174495.638666,0.0
2020-10-13,0.3274,0.3395,0.3114,0.3171,1348979.58,1602633599999.0,432791.392854,3856.0,873381.51,280226.559083,0.0
2020-10-14,0.317,0.3358,0.3166,0.3201,2236569.81,1602719999999.0,730333.869619,4065.0,896272.62,291809.158272,0.0
2020-10-15,0.3201,0.3286,0.316,0.3249,1271434.55,1602806399999.0,409414.239628,2138.0,312454.03,100960.83322,0.0
2020-10-16,0.3249,0.3255,0.3074,0.319,1259728.41,1602892799999.0,400632.14292,2742.0,361592.31,114722.211829,0.0
2020-10-17,0.3187,0.3187,0.314,0.3178,397370.78,1602979199999.0,125689.303614,1125.0,197435.4,62497.361766,0.0
2020-10-18,0.3174,0.3191,0.3116,0.3133,306103.84,1603065599999.0,96648.026414,740.0,178809.94,56486.951324,0.0
2020-10-19,0.3133,0.3305,0.3092,0.3206,1915930.79,1603151999999.0,612833.796718,3326.0,551118.27,175403.943138,0.0
2020-10-20,0.3205,0.3207,0.3072,0.3094,968751.85,1603238399999.0,303283.36326,3896.0,356349.77,111838.904587,0.0
2020-10-21,0.3094,0.3191,0.3074,0.3127,679283.88,1603324799999.0,213290.477935,2839.0,308270.68,96903.00471,0.0
2020-10-22,0.3128,0.3179,0.3104,0.3151,645897.3,1603411199999.0,203212.656383,2451.0,350085.39,110289.194947,0.0
2020-10-23,0.315,0.33,0.3112,0.3163,2117258.24,1603497599999.0,679965.26455,4383.0,698422.24,223448.032763,0.0
2020-10-24,0.3163,0.3212,0.3097,0.3118,777736.2,1603583999999.0,243997.243112,1716.0,402406.61,126586.45231,0.0
2020-10-25,0.3115,0.3131,0.3059,0.3081,434541.7,1603670399999.0,134175.209416,1143.0,220913.21,68184.04551,0.0
2020-10-26,0.3076,0.3206,0.2997,0.3047,1213067.17,1603756799999.0,375137.635078,2695.0,431423.91,133583.49584,0.0
2020-10-27,0.3044,0.3205,0.3036,0.31,1476239.72,1603843199999.0,462760.959633,3158.0,558010.22,174938.332207,0.0
2020-10-28,0.31,0.321,0.304,0.3089,2925330.02,1603929599999.0,915391.91674,5614.0,839611.75,263481.274212,0.0
2020-10-29,0.3089,0.3122,0.2999,0.3015,676085.17,1604015999999.0,206981.372765,2040.0,258256.11,79223.218232,0.0
2020-10-30,0.3014,0.31,0.2996,0.3042,1104291.46,1604102399999.0,335935.642413,2775.0,315441.96,96062.349505,0.0
2020-10-31,0.3037,0.3105,0.3027,0.3032,562474.79,1604188799999.0,171987.489136,1773.0,256488.04,78508.331391,0.0
2020-11-01,0.3031,0.3043,0.298,0.3003,758515.79,1604275199999.0,227756.030489,1120.0,434295.7,130324.312671,0.0
2020-11-02,0.3005,0.3025,0.2848,0.2866,1667622.87,1604361599999.0,489755.574091,4123.0,715230.57,209740.78138,0.0
2020-11-03,0.2865,0.2913,0.2733,0.2906,1497226.78,1604447999999.0,420814.848498,4907.0,741390.3,209092.915386,0.0
2020-11-04,0.2907,0.2913,0.2786,0.2846,640882.18,1604534399999.0,181922.086844,2233.0,394459.97,112079.061555,0.0
2020-11-05,0.2849,0.295,0.2806,0.2949,823299.06,1604620799999.0,235885.719666,2110.0,357371.67,102453.070975,0.0
2020-11-06,0.2953,0.308,0.294,0.3063,1347519.31,1604707199999.0,406444.421552,3194.0,516869.98,156161.059507,0.0
2020-11-07,0.3063,0.3133,0.2899,0.2912,2031776.21,1604793599999.0,615349.491636,4700.0,876835.34,265583.237567,0.0
2020-11-08,0.2912,0.3081,0.291,0.3036,869000.14,1604879999999.0,261843.761572,1948.0,375112.16,113115.129969,0.0
2020-11-09,0.3035,0.3062,0.2962,0.2978,1076793.68,1604966399999.0,323476.550774,2431.0,448458.61,135038.380037,0.0
2020-11-10,0.2976,0.3114,0.2935,0.3086,1570244.75,1605052799999.0,479490.294148,2959.0,763638.18,233087.263605,0.0
2020-11-11,0.3088,0.336,0.3085,0.3202,4945725.94,1605139199999.0,1611868.860364,8249.0,1812101.36,591005.631493,0.0
2020-11-12,0.3207,0.3275,0.3079,0.3173,5465476.04,1605225599999.0,1731911.969389,8233.0,3199217.27,1015081.362329,0.0
2020-11-13,0.3172,0.3285,0.3145,0.3193,2070467.38,1605311999999.0,663911.343687,3581.0,748298.65,240058.905896,0.0
2020-11-14,0.3193,0.3203,0.3033,0.3053,1851722.89,1605398399999.0,572864.153446,3834.0,1141642.64,353008.640518,0.0
2020-11-15,0.3053,0.3124,0.2944,0.3078,3450601.75,1605484799999.0,1046099.862051,6434.0,1744627.7,529064.3645,0.0
2020-11-16,0.3077,0.3182,0.2923,0.3125,5105917.56,1605571199999.0,1559309.136299,9428.0,2589660.44,791221.056663,0.0
2020-11-17,0.313,0.3293,0.3088,0.3123,2647222.05,1605657599999.0,846500.918337,5541.0,1271545.89,406452.960221,0.0
2020-11-18,0.312,0.3234,0.3052,0.3163,4152526.05,1605743999999.0,1312106.696624,8831.0,2078497.21,657174.46001,0.0
2020-11-19,0.3161,0.3307,0.3133,0.3237,3786258.57,1605830399999.0,1221915.065652,6887.0,1835886.92,592551.072138,0.0
2020-11-20,0.3238,0.36,0.3231,0.3436,4559266.31,1605916799999.0,1559231.757151,9738.0,3014024.42,1031500.908453,0.0
2020-11-21,0.3435,0.3522,0.3371,0.3477,2667210.54,1606003199999.0,919990.297907,5590.0,1312657.38,452574.674926,0.0
2020-11-22,0.3477,0.38,0.3361,0.3492,6937175.59,1606089599999.0,2493900.704907,15649.0,4189423.16,1509601.76555,0.0
2020-11-23,0.3492,0.4036,0.3426,0.3795,10681925.8,1606175999999.0,4010504.865689,20063.0,5167859.89,1940784.370731,0.0
2020-11-24,0.3795,0.4261,0.3706,0.4131,10134787.92,1606262399999.0,4030228.242302,22849.0,4449531.4,1776641.066276,0.0
2020-11-25,0.4131,0.4329,0.3911,0.4063,8117559.62,1606348799999.0,3332541.184693,18273.0,3176651.87,1300970.511515,0.0
2020-11-26,0.4063,0.4073,0.3382,0.3489,6832997.16,1606435199999.0,2482576.178086,18596.0,3046755.4,1109089.42604,0.0
2020-11-27,0.349,0.4077,0.3479,0.3832,5505333.95,1606521599999.0,2084343.952561,10785.0,2325605.53,876757.546647,0.0
2020-11-28,0.3834,0.3909,0.3767,0.3851,1133937.25,1606607999999.0,435661.755463,3180.0,533759.29,205348.22082,0.0
2020-11-29,0.3848,0.3853,0.3747,0.3807,1264232.72,1606694399999.0,479461.841354,2776.0,490666.8,186086.934258,0.0
2020-11-30,0.3802,0.4246,0.3802,0.3998,8769699.59,1606780799999.0,3532839.414633,16803.0,3669027.8,1474602.681866,0.0
2020-12-01,0.3999,0.4296,0.3807,0.3887,7714730.05,1606867199999.0,3122339.826206,14319.0,3162876.29,1273691.832099,0.0
2020-12-02,0.3883,0.41,0.3811,0.409,4298623.76,1606953599999.0,1693099.233644,9030.0,2191193.32,863155.181689,0.0
2020-12-03,0.4088,0.5031,0.4088,0.5027,18222642.35,1607039999999.0,8397506.924128,38254.0,7867675.51,3638658.800227,0.0
2020-12-04,0.5027,0.5105,0.4493,0.4505,15767219.08,1607126399999.0,7640732.875646,32218.0,5593343.39,2716548.937279,0.0
2020-12-05,0.4501,0.513,0.446,0.5103,10326197.17,1607212799999.0,5021262.572679,18931.0,4195729.54,2037220.586904,0.0
2020-12-06,0.5094,0.5105,0.4837,0.5018,4381363.39,1607299199999.0,2173067.271496,9606.0,1727055.45,856405.930157,0.0
2020-12-07,0.5019,0.5166,0.4901,0.5078,4618352.27,1607385599999.0,2326512.882163,11777.0,2042164.17,1029530.67285,0.0
2020-12-08,0.5078,0.5313,0.4662,0.4726,8031214.07,1607471999999.0,4079469.215843,17944.0,3305744.22,1682557.695663,0.0
2020-12-09,0.4724,0.5223,0.4646,0.4914,7825525.51,1607558399999.0,3866099.788474,14008.0,3409059.24,1682198.376783,0.0
2020-12-10,0.492,0.5013,0.47,0.4751,3995254.52,1607644799999.0,1953487.470445,7663.0,1616903.66,790385.72733,0.0
2020-12-11,0.4753,0.4887,0.4553,0.464,4646634.89,1607731199999.0,2189651.188097,10879.0,2075937.4,977555.606297,0.0
2020-12-12,0.4638,0.489,0.4615,0.4824,2323522.99,1607817599999.0,1105174.937611,6185.0,1270515.54,604827.318473,0.0
2020-12-13,0.4826,0.495,0.4746,0.4803,2241273.48,1607903999999.0,1075809.325912,5291.0,1102791.19,529590.201505,0.0
2020-12-14,0.4807,0.4817,0.4691,0.4728,2099309.1,1607990399999.0,997669.859726,4984.0,1023773.66,487008.879793,0.0
2020-12-15,0.4726,0.4796,0.4666,0.4796,1253793.53,1608076799999.0,592256.377537,3273.0,649175.07,306954.573009,0.0
2020-12-16,0.4796,0.5342,0.4787,0.5054,9022569.18,1608163199999.0,4633654.7421,16839.0,4002627.1,2050184.304351,0.0
2020-12-17,0.505,0.5355,0.4713,0.484,9729016.77,1608249599999.0,4956391.409566,19503.0,4079318.01,2071047.958307,0.0
2020-12-18,0.4841,0.5368,0.4789,0.5326,7392548.64,1608335999999.0,3813277.373724,15633.0,2927688.14,1509431.245774,0.0
2020-12-19,0.5322,0.5446,0.5244,0.5378,2951208.22,1608422399999.0,1582630.103568,8257.0,1417851.5,760458.664491,0.0
2020-12-20,0.5378,0.5378,0.4785,0.4888,6517073.45,1608508799999.0,3301407.111967,13353.0,3856981.82,1951036.282905,0.0
2020-12-21,0.4889,0.5202,0.4467,0.4679,9520434.75,1608595199999.0,4644833.02128,17743.0,5256671.8,2567655.911519,0.0
2020-12-22,0.4675,0.5092,0.4611,0.5087,6444602.44,1608681599999.0,3144934.700723,14701.0,2575955.8,1260029.635737,0.0
2020-12-23,0.5087,0.5136,0.4516,0.4595,5011117.86,1608767999999.0,2418817.903176,15146.0,2223351.58,1073833.068307,0.0
2020-12-24,0.4595,0.5366,0.45,0.5186,14694100.81,1608854399999.0,7391202.915876,29617.0,5452863.96,2747800.554667,0.0
2020-12-25,0.5186,0.564,0.5134,0.5387,5323966.38,1608940799999.0,2886457.653427,12950.0,2516446.12,1362914.645181,0.0
2020-12-26,0.5385,0.5739,0.5378,0.5413,5939375.85,1609027199999.0,3293603.066455,13586.0,2700122.82,1495776.122624,0.0
2020-12-27,0.5414,0.5705,0.5244,0.5518,9430101.23,1609113599999.0,5190229.655876,20753.0,3810929.82,2095167.82119,0.0
2020-12-28,0.5518,0.6545,0.547,0.6195,15349877.8,1609199999999.0,9477813.404631,32997.0,6764630.68,4182180.636584,0.0
2020-12-29,0.6197,0.7,0.6054,0.648,14580067.93,1609286399999.0,9318950.960969,31750.0,6752910.11,4301506.030595,0.0
2020-12-30,0.6481,0.709,0.6419,0.6675,10848092.77,1609372799999.0,7343455.380778,25960.0,4452685.81,3013092.50657,0.0
2020-12-31,0.6675,0.6898,0.6268,0.654,5728195.99,1609459199999.0,3734033.965996,16883.0,2813555.74,1831321.995474,0.0
2021-01-01,0.6539,0.6737,0.6298,0.648,4478724.25,1609545599999.0,2902700.774334,14316.0,2224266.63,1440528.607283,0.0
2021-01-02,0.6477,0.6478,0.615,0.6299,4138788.46,1609631999999.0,2613120.45882,15192.0,1986756.3,1254263.22617,0.0
2021-01-03,0.6302,0.6784,0.6245,0.6583,10490641.11,1609718399999.0,6879124.727472,26223.0,5557335.19,3635927.477474,0.0
2021-01-04,0.6586,0.7221,0.6294,0.6672,16107163.9,1609804799999.0,10879050.043098,38322.0,6491497.72,4367956.357845,0.0
2021-01-05,0.6682,0.7185,0.6454,0.7143,12962229.05,1609891199999.0,8912089.343472,28227.0,4745805.53,3264816.293732,0.0
2021-01-06,0.7144,0.7216,0.6986,0.7135,5367868.4,1609977599999.0,3807661.886275,15484.0,2454316.66,1741851.941455,0.0
2021-01-07,0.7135,0.9565,0.7075,0.8572,25856425.52,1610063999999.0,21747824.121953,53579.0,11012999.57,9277997.233996,0.0
2021-01-08,0.8572,0.897,0.825,0.8479,11787310.07,1610150399999.0,10074491.400886,29190.0,5798152.21,4939841.477357,0.0
2021-01-09,0.8484,0.85,0.798,0.8137,5982533.56,1610236799999.0,4917896.879386,17005.0,2876759.5,2363707.039282,0.0
2021-01-10,0.8136,0.8871,0.8108,0.8435,11112482.9,1610323199999.0,9484358.539242,31342.0,5569872.66,4752694.50725,0.0
2021-01-11,0.8436,0.8446,0.6974,0.7371,16830825.06,1610409599999.0,12994347.02739,44094.0,7953774.09,6135008.249644,0.0
2021-01-12,0.7374,0.8393,0.7123,0.7481,12796741.25,1610495999999.0,9961767.549115,25704.0,5768318.62,4479871.792102,0.0
2021-01-13,0.7472,0.8483,0.7218,0.8213,10642760.25,1610582399999.0,8482358.70197,22645.0,5094801.96,4052922.824626,0.0
2021-01-14,0.8213,0.9038,0.8042,0.8326,12660847.46,1610668799999.0,10946886.484514,24066.0,6375916.74,5518919.689984,0.0
2021-01-15,0.8332,0.8537,0.757,0.792,7596047.54,1610755199999.0,6076076.29053,20889.0,3715199.28,2973871.350458,0.0
2021-01-16,0.7922,0.8142,0.7561,0.7605,5165627.88,1610841599999.0,4082474.98911,15574.0,2446090.24,1936200.041688,0.0
2021-01-17,0.7594,0.8293,0.7476,0.8074,9156754.41,1610927999999.0,7216445.749015,22386.0,4054897.88,3191941.840889,0.0
2021-01-18,0.8075,0.8205,0.7887,0.801,4110835.89,1611014399999.0,3300204.369988,11545.0,2000123.19,1607232.773271,0.0
2021-01-19,0.8009,1.0031,0.7925,0.9102,23354170.04,1611100799999.0,21476258.929616,48262.0,10007616.2,9145187.993839,0.0
2021-01-20,0.9113,0.9401,0.8663,0.9033,8122580.75,1611187199999.0,7369980.001031,21336.0,3421892.83,3098785.483826,0.0
2021-01-21,0.9041,0.9061,0.7929,0.7933,6464858.73,1611273599999.0,5439030.928363,20154.0,2629298.47,2212514.334794,0.0
2021-01-22,0.7941,0.8635,0.7702,0.8122,8413795.22,1611359999999.0,6917617.323167,20951.0,4231124.23,3484584.542648,0.0
2021-01-23,0.8121,0.9025,0.8047,0.9023,6505711.09,1611446399999.0,5497216.280497,17902.0,3484074.52,2947617.757214,0.0
2021-01-24,0.9025,0.9235,0.8569,0.9076,8293572.38,1611532799999.0,7319177.226178,21217.0,4090568.12,3610251.189842,0.0
2021-01-25,0.9076,0.942,0.8682,0.8697,7606952.61,1611619199999.0,6923059.104626,23570.0,3470981.56,3164799.664807,0.0
2021-01-26,0.8699,1.37,0.8651,1.264,80404308.92,1611705599999.0,94442047.584291,179179.0,39461336.17,46326582.122721,0.0
2021-01-27,1.2647,1.295,1.1066,1.1204,38276533.93,1611791999999.0,44887189.842438,99008.0,19616905.41,23010312.836184,0.0
2021-01-28,1.1206,1.585,1.1087,1.4528,60659454.69,1611878399999.0,86599758.76764,224741.0,27669732.84,39478437.16628,0.0
2021-01-29,1.4525,1.71,1.447,1.4736,39120384.66,1611964799999.0,60919131.163576,170132.0,16278034.73,25349186.998132,0.0
2021-01-30,1.4742,1.5797,1.3993,1.4347,21660315.62,1612051199999.0,31915599.933067,74808.0,9465031.04,13938581.734709,0.0
2021-01-31,1.4346,1.54,1.3676,1.458,25029885.1,1612137599999.0,36472333.307066,91252.0,11342008.35,16528068.51189,0.0
2021-02-01,1.4578,1.94,1.416,1.7999,38334820.93,1612223999999.0,62456940.167678,138751.0,17931960.32,29222807.758937,0.0
2021-02-02,1.7999,2.3569,1.7988,2.3569,38910424.65,1612310399999.0,80087078.921823,169869.0,18682637.19,38469800.252994,0.0
2021-02-03,2.3555,2.5,2.01,2.1114,41685641.82,1612396799999.0,93051122.874061,195032.0,20768483.22,46280418.846334,0.0
2021-02-04,2.1105,2.8745,1.9827,2.6665,43438171.57,1612483199999.0,106800221.053841,232698.0,21271802.0,52139352.614245,0.0
2021-02-05,2.668,3.0302,2.6545,2.879,20501508.34,1612569599999.0,58065290.471097,152008.0,10069996.32,28554928.677764,0.0
2021-02-06,2.879,2.9813,2.5333,2.6928,12746214.83,1612655999999.0,34942552.053878,107737.0,6219634.68,17057679.198898,0.0
2021-02-07,2.6925,3.15,2.469,3.082,22438890.1,1612742399999.0,62933605.459745,161100.0,10938065.02,30719105.287077,0.0
2021-02-08,3.082,6.2,3.061,5.7743,58737936.39,1612828799999.0,255748304.846573,399898.0,29305984.58,128361530.730082,0.0
2021-02-09,5.767,8.4448,4.8326,6.4663,66425086.13,1612915199999.0,403890657.33693,499312.0,33972370.32,206835300.864066,0.0
2021-02-10,6.464,7.0,5.7,6.0925,25227853.05,1613001599999.0,159816811.195895,274281.0,12606046.72,79866768.440571,0.0
2021-02-11,6.0918,6.5184,5.4198,5.4899,17811151.59,1613087999999.0,106435189.853581,189928.0,9109298.82,54480916.62998,0.0
2021-02-12,5.4955,6.1636,5.4,5.733,20251126.82,1613174399999.0,117731509.657022,195682.0,9604651.84,55830328.813211,0.0
2021-02-13,5.7303,5.9998,5.3893,5.5986,11026456.78,1613260799999.0,63015800.555937,117752.0,5181748.61,29630812.23322,0.0
2021-02-14,5.5952,6.1803,5.3282,5.6367,13331261.42,1613347199999.0,76466640.484111,142804.0,6298306.74,36156654.279584,0.0
2021-02-15,5.6375,6.1,4.96,5.4548,17564032.05,1613433599999.0,94436371.28027,176174.0,8779910.52,47215846.064554,0.0
2021-02-16,5.4535,6.75,5.2795,6.5204,24070491.98,1613519999999.0,148274943.320012,235039.0,11821347.68,72842933.557544,0.0
2021-02-17,6.5223,7.48,5.8103,7.2723,28283777.77,1613606399999.0,185500195.728295,281469.0,13653975.07,89611690.855284,0.0
2021-02-18,7.2793,7.5358,6.4,6.6966,14068865.49,1613692799999.0,97246818.299281,179359.0,6824198.31,47179317.552834,0.0
2021-02-19,6.6939,6.9,6.1556,6.3101,10846138.23,1613779199999.0,70137174.217993,134395.0,4875608.34,31525817.786722,0.0
2021-02-20,6.3101,6.7501,5.6832,5.9411,10080940.46,1613865599999.0,63269092.099978,133972.0,4414992.9,27730769.137368,0.0
2021-02-21,5.9463,6.3666,5.7989,6.1207,7781188.87,1613951999999.0,47266819.373803,109723.0,3436182.08,20913882.370317,0.0
2021-02-22,6.1206,8.47,5.9477,7.0715,38768546.54,1614038399999.0,280509923.822305,364398.0,18285944.43,132573844.051989,0.0
2021-02-23,7.0791,7.15,5.435,6.7359,28169294.44,1614124799999.0,179522942.560618,231700.0,12426207.54,79246146.465195,0.0
